Abbreviating the Product of a Range,abbreviating-the-product-of-a-range,Hard
Maximum Fruits Harvested After at Most K Steps,maximum-fruits-harvested-after-at-most-k-steps,Hard
Minimum Operations to Make the Array K-Increasing,minimum-operations-to-make-the-array-k-increasing,Hard
Recover the Original Array,recover-the-original-array,Hard
Maximum Employees to Be Invited to a Meeting,maximum-employees-to-be-invited-to-a-meeting,Hard
Number of Ways to Divide a Long Corridor,number-of-ways-to-divide-a-long-corridor,Hard
Build the Equation,build-the-equation,Hard
Earliest Possible Day of Full Bloom,earliest-possible-day-of-full-bloom,Hard
Minimum Operations to Remove Adjacent Ones in Matrix,minimum-operations-to-remove-adjacent-ones-in-matrix,Hard
Maximum Running Time of N Computers,maximum-running-time-of-n-computers,Hard
Minimum Difference in Sums After Removal of Elements,minimum-difference-in-sums-after-removal-of-elements,Hard
Maximum Good People Based on Statements,maximum-good-people-based-on-statements,Hard
Find Substring With Given Hash Value,find-substring-with-given-hash-value,Hard
Groups of Strings,groups-of-strings,Hard
Count Good Triplets in an Array,count-good-triplets-in-an-array,Hard
Choose Numbers From Two Arrays in Range,choose-numbers-from-two-arrays-in-range,Hard
Minimum Time to Remove All Cars Containing Illegal Goods,minimum-time-to-remove-all-cars-containing-illegal-goods,Hard
Maximum AND Sum of Array,maximum-and-sum-of-array,Hard
Minimum Time to Finish the Race,minimum-time-to-finish-the-race,Hard
The Number of Passengers in Each Bus II,the-number-of-passengers-in-each-bus-ii,Hard
Amount of New Area Painted Each Day,amount-of-new-area-painted-each-day,Hard
Count Array Pairs Divisible by K,count-array-pairs-divisible-by-k,Hard
Replace Non-Coprime Numbers in Array,replace-non-coprime-numbers-in-array,Hard
Minimum White Tiles After Covering With Carpets,minimum-white-tiles-after-covering-with-carpets,Hard
Longest Winning Streak,longest-winning-streak,Hard
Longest Substring of One Repeating Character,longest-substring-of-one-repeating-character,Hard
Minimum Weighted Subgraph With the Required Paths,minimum-weighted-subgraph-with-the-required-paths,Hard
Sum of Scores of Built Strings,sum-of-scores-of-built-strings,Hard
Maximum Total Beauty of the Gardens,maximum-total-beauty-of-the-gardens,Hard
Finding the Topic of Each Post,finding-the-topic-of-each-post,Hard
